,Data Set,epochs,batch_size,padding,kernel-size,filters,first_activation,dropout,output_activation,accuracy,F1-Score
214,Y_10_6_prior_rel_(6),200,10,same,4,64,relu,0.1,softmax,20.88772803544998,0.19247332652842597
215,Y_10_6_prior_rel_(6),200,20,same,4,64,relu,0.1,softmax,19.843341410160065,0.18613953268996405
216,Y_5_4_abs_abs_(3),100,10,same,4,64,relu,0.1,softmax,45.89235186576843,0.3108569448780708
217,Y_5_4_abs_abs_(3),100,20,same,4,64,relu,0.1,softmax,45.89235186576843,0.31931255273963505
218,Y_5_4_abs_abs_(3),200,10,same,4,64,relu,0.1,softmax,45.986780524253845,0.3111712669984415
219,Y_5_4_abs_abs_(3),200,20,same,4,64,relu,0.1,softmax,46.17563784122467,0.3057655812393191
220,Y_5_4_abs_abs_(5),100,10,same,4,64,relu,0.1,softmax,28.423041105270386,0.14894416853539721
221,Y_5_4_abs_abs_(5),100,20,same,4,64,relu,0.1,softmax,28.045326471328735,0.16873212886949573
222,Y_5_4_abs_abs_(5),200,10,same,4,64,relu,0.1,softmax,28.98961305618286,0.177957541355877
223,Y_5_4_abs_abs_(5),200,20,same,4,64,relu,0.1,softmax,27.10103988647461,0.1556546400191776
224,Y_5_4_abs_abs_(6),100,10,same,4,64,relu,0.1,softmax,24.55146312713623,0.1236538004107474
225,Y_5_4_abs_abs_(6),100,20,same,4,64,relu,0.1,softmax,24.92917776107788,0.12500240637644633
226,Y_5_4_abs_abs_(6),200,10,same,4,64,relu,0.1,softmax,25.21246373653412,0.1315765490253428
227,Y_5_4_abs_abs_(6),200,20,same,4,64,relu,0.1,softmax,24.55146312713623,0.13495736161495608
228,Y_5_4_abs_rel_(3),100,10,same,4,64,relu,0.1,softmax,41.64305925369263,0.2557253163449709
229,Y_5_4_abs_rel_(3),100,20,same,4,64,relu,0.1,softmax,41.64305925369263,0.27503895877979456
230,Y_5_4_abs_rel_(3),200,10,same,4,64,relu,0.1,softmax,42.02077388763428,0.2706194268111612
231,Y_5_4_abs_rel_(3),200,20,same,4,64,relu,0.1,softmax,41.73748791217804,0.28633553061669204
232,Y_5_4_abs_rel_(5),100,10,same,4,64,relu,0.1,softmax,31.633615493774414,0.18003198658251163
233,Y_5_4_abs_rel_(5),100,20,same,4,64,relu,0.1,softmax,32.011330127716064,0.18493984304977049
234,Y_5_4_abs_rel_(5),200,10,same,4,64,relu,0.1,softmax,31.350329518318176,0.23113923389040858
235,Y_5_4_abs_rel_(5),200,20,same,4,64,relu,0.1,softmax,31.350329518318176,0.1804977963371234
236,Y_5_4_abs_rel_(6),100,10,same,4,64,relu,0.1,softmax,25.779035687446594,0.1279481153353422
237,Y_5_4_abs_rel_(6),100,20,same,4,64,relu,0.1,softmax,25.401321053504944,0.1314782391580109
238,Y_5_4_abs_rel_(6),200,10,same,4,64,relu,0.1,softmax,25.023606419563293,0.12462643426775163
239,Y_5_4_abs_rel_(6),200,20,same,4,64,relu,0.1,softmax,24.92917776107788,0.16086705823487998
240,Y_5_4_first_abs_(3),100,10,same,4,64,relu,0.1,softmax,38.715770840644836,0.36027620429276924
241,Y_5_4_first_abs_(3),100,20,same,4,64,relu,0.1,softmax,40.98205864429474,0.34578478250640754
242,Y_5_4_first_abs_(3),200,10,same,4,64,relu,0.1,softmax,40.60434401035309,0.3811190087080486
243,Y_5_4_first_abs_(3),200,20,same,4,64,relu,0.1,softmax,39.09348547458649,0.35561996576624244
244,Y_5_4_first_abs_(5),100,10,same,4,64,relu,0.1,softmax,23.41831922531128,0.21654193752542525
245,Y_5_4_first_abs_(5),100,20,same,4,64,relu,0.1,softmax,24.83474910259247,0.22214517670712525
246,Y_5_4_first_abs_(5),200,10,same,4,64,relu,0.1,softmax,21.813030540943146,0.20410660650333257
247,Y_5_4_first_abs_(5),200,20,same,4,64,relu,0.1,softmax,23.229461908340454,0.21532143367000067
248,Y_5_4_first_abs_(6),100,10,same,4,64,relu,0.1,softmax,22.568461298942566,0.2060256575350854
249,Y_5_4_first_abs_(6),100,20,same,4,64,relu,0.1,softmax,21.340887248516083,0.19089725792070775
250,Y_5_4_first_abs_(6),200,10,same,4,64,relu,0.1,softmax,19.641171395778656,0.18577711356951576
251,Y_5_4_first_abs_(6),200,20,same,4,64,relu,0.1,softmax,20.49102932214737,0.19347925655522477
252,Y_5_4_first_rel_(3),100,10,same,4,64,relu,0.1,softmax,37.58262395858765,0.3549353255448734
253,Y_5_4_first_rel_(3),100,20,same,4,64,relu,0.1,softmax,37.01605200767517,0.3531686787834211
254,Y_5_4_first_rel_(3),200,10,same,4,64,relu,0.1,softmax,37.67705261707306,0.36818290951013943
255,Y_5_4_first_rel_(3),200,20,same,4,64,relu,0.1,softmax,38.05476725101471,0.3523848950564063
256,Y_5_4_first_rel_(5),100,10,same,4,64,relu,0.1,softmax,29.839470982551575,0.25607814314886446
257,Y_5_4_first_rel_(5),100,20,same,4,64,relu,0.1,softmax,30.122756958007812,0.2500163498554431
258,Y_5_4_first_rel_(5),200,10,same,4,64,relu,0.1,softmax,28.61189842224121,0.253694011788784
259,Y_5_4_first_rel_(5),200,20,same,4,64,relu,0.1,softmax,28.98961305618286,0.2531218928413971
260,Y_5_4_first_rel_(6),100,10,same,4,64,relu,0.1,softmax,21.435315907001495,0.18436256586509672
261,Y_5_4_first_rel_(6),100,20,same,4,64,relu,0.1,softmax,22.66288995742798,0.19349764969381647
262,Y_5_4_first_rel_(6),200,10,same,4,64,relu,0.1,softmax,21.152029931545258,0.1915060419762625
263,Y_5_4_first_rel_(6),200,20,same,4,64,relu,0.1,softmax,21.813030540943146,0.18898279491713774
264,Y_5_4_prior_abs_(3),100,10,same,4,64,relu,0.1,softmax,38.4324848651886,0.3665460934212485
265,Y_5_4_prior_abs_(3),100,20,same,4,64,relu,0.1,softmax,40.98205864429474,0.3499192234176641
266,Y_5_4_prior_abs_(3),200,10,same,4,64,relu,0.1,softmax,40.22662937641144,0.37363795645576525
267,Y_5_4_prior_abs_(3),200,20,same,4,64,relu,0.1,softmax,39.754486083984375,0.3726234126285635
268,Y_5_4_prior_abs_(5),100,10,same,4,64,relu,0.1,softmax,24.362605810165405,0.2243086651812955
269,Y_5_4_prior_abs_(5),100,20,same,4,64,relu,0.1,softmax,22.190746665000916,0.20322809615521037
270,Y_5_4_prior_abs_(5),200,10,same,4,64,relu,0.1,softmax,23.13503324985504,0.21966667788175687
271,Y_5_4_prior_abs_(5),200,20,same,4,64,relu,0.1,softmax,23.04060459136963,0.22133780395082037
272,Y_5_4_prior_abs_(6),100,10,same,4,64,relu,0.1,softmax,20.396600663661957,0.18513504179776846
273,Y_5_4_prior_abs_(6),100,20,same,4,64,relu,0.1,softmax,20.302172005176544,0.18309412306808404
274,Y_5_4_prior_abs_(6),200,10,same,4,64,relu,0.1,softmax,19.169028103351593,0.17908747816565268
275,Y_5_4_prior_abs_(6),200,20,same,4,64,relu,0.1,softmax,20.49102932214737,0.1926791216708445
276,Y_5_4_prior_rel_(3),100,10,same,4,64,relu,0.1,softmax,37.9603385925293,0.364240653326846
277,Y_5_4_prior_rel_(3),100,20,same,4,64,relu,0.1,softmax,39.09348547458649,0.37039169579167003
278,Y_5_4_prior_rel_(3),200,10,same,4,64,relu,0.1,softmax,37.67705261707306,0.36681338571635314
279,Y_5_4_prior_rel_(3),200,20,same,4,64,relu,0.1,softmax,39.66005742549896,0.3809544657874074
280,Y_5_4_prior_rel_(5),100,10,same,4,64,relu,0.1,softmax,28.045326471328735,0.23895168307328193
281,Y_5_4_prior_rel_(5),100,20,same,4,64,relu,0.1,softmax,27.85646915435791,0.22956775377883165
282,Y_5_4_prior_rel_(5),200,10,same,4,64,relu,0.1,softmax,27.10103988647461,0.23575742043555323
283,Y_5_4_prior_rel_(5),200,20,same,4,64,relu,0.1,softmax,27.195468544960022,0.24316027403635515
284,Y_5_4_prior_rel_(6),100,10,same,4,64,relu,0.1,softmax,20.86874395608902,0.18691991156474477
285,Y_5_4_prior_rel_(6),100,20,same,4,64,relu,0.1,softmax,20.679886639118195,0.1815292902193969
286,Y_5_4_prior_rel_(6),200,10,same,4,64,relu,0.1,softmax,21.529744565486908,0.20069685860474165
287,Y_5_4_prior_rel_(6),200,20,same,4,64,relu,0.1,softmax,23.512747883796692,0.21175779571908818
288,Y_5_5_abs_abs_(3),100,10,same,4,64,relu,0.1,softmax,47.856155037879944,0.3337665554800211
289,Y_5_5_abs_abs_(3),100,20,same,4,64,relu,0.1,softmax,47.856155037879944,0.3227374398967547
290,Y_5_5_abs_abs_(3),200,10,same,4,64,relu,0.1,softmax,43.84509027004242,0.3457066351101293
291,Y_5_5_abs_abs_(3),200,20,same,4,64,relu,0.1,softmax,47.02627956867218,0.33129213022120363
292,Y_5_5_abs_abs_(5),100,10,same,4,64,relu,0.1,softmax,29.045644402503967,0.17588731996941503
293,Y_5_5_abs_abs_(5),100,20,same,4,64,relu,0.1,softmax,28.630706667900085,0.16241914478638064
294,Y_5_5_abs_abs_(5),200,10,same,4,64,relu,0.1,softmax,28.07745635509491,0.19212763774944114
295,Y_5_5_abs_abs_(5),200,20,same,4,64,relu,0.1,softmax,26.417705416679382,0.19206613043939186
296,Y_5_5_abs_abs_(6),100,10,same,4,64,relu,0.1,softmax,27.524206042289734,0.16927313968309343
297,Y_5_5_abs_abs_(6),100,20,same,4,64,relu,0.1,softmax,22.13001400232315,0.17260581892836813
298,Y_5_5_abs_abs_(6),200,10,same,4,64,relu,0.1,softmax,26.417705416679382,0.1539870932880765
299,Y_5_5_abs_abs_(6),200,20,same,4,64,relu,0.1,softmax,26.69433057308197,0.16331181746355006
300,Y_5_5_abs_rel_(3),100,10,same,4,64,relu,0.1,softmax,42.73858964443207,0.3204647871395653
301,Y_5_5_abs_rel_(3),100,20,same,4,64,relu,0.1,softmax,42.0470267534256,0.2996792822151038
302,Y_5_5_abs_rel_(3),200,10,same,4,64,relu,0.1,softmax,40.80221354961395,0.30548980441677914
303,Y_5_5_abs_rel_(3),200,20,same,4,64,relu,0.1,softmax,41.07883870601654,0.2935457238894707
304,Y_5_5_abs_rel_(5),100,10,same,4,64,relu,0.1,softmax,32.9183965921402,0.1997445363951757
305,Y_5_5_abs_rel_(5),100,20,same,4,64,relu,0.1,softmax,30.982020497322083,0.23073878620045177
306,Y_5_5_abs_rel_(5),200,10,same,4,64,relu,0.1,softmax,30.013832449913025,0.19867731292992527
307,Y_5_5_abs_rel_(5),200,20,same,4,64,relu,0.1,softmax,30.5670827627182,0.2026470682892643
308,Y_5_5_abs_rel_(6),100,10,same,4,64,relu,0.1,softmax,24.20470267534256,0.14524117410386533
309,Y_5_5_abs_rel_(6),100,20,same,4,64,relu,0.1,softmax,24.066390097141266,0.12651717389793554
310,Y_5_5_abs_rel_(6),200,10,same,4,64,relu,0.1,softmax,21.43845111131668,0.12277203992766972
311,Y_5_5_abs_rel_(6),200,20,same,4,64,relu,0.1,softmax,22.544951736927032,0.1587290617982886
312,Y_5_5_first_abs_(3),100,10,same,4,64,relu,0.1,softmax,39.00415003299713,0.3696233885141605
313,Y_5_5_first_abs_(3),100,20,same,4,64,relu,0.1,softmax,39.28077518939972,0.3715043595189405
314,Y_5_5_first_abs_(3),200,10,same,4,64,relu,0.1,softmax,39.55740034580231,0.3766942066831489
315,Y_5_5_first_abs_(3),200,20,same,4,64,relu,0.1,softmax,38.31258714199066,0.36461953791133284
316,Y_5_5_first_abs_(5),100,10,same,4,64,relu,0.1,softmax,21.161825954914093,0.18455099396839805
317,Y_5_5_first_abs_(5),100,20,same,4,64,relu,0.1,softmax,23.928077518939972,0.2121098282187927
318,Y_5_5_first_abs_(5),200,10,same,4,64,relu,0.1,softmax,23.51313978433609,0.21723313803610694
319,Y_5_5_first_abs_(5),200,20,same,4,64,relu,0.1,softmax,25.172892212867737,0.23384654061642857
320,Y_5_5_first_abs_(6),100,10,same,4,64,relu,0.1,softmax,21.43845111131668,0.19558966820603602
321,Y_5_5_first_abs_(6),100,20,same,4,64,relu,0.1,softmax,18.118949234485626,0.16693973828497627
322,Y_5_5_first_abs_(6),200,10,same,4,64,relu,0.1,softmax,21.300138533115387,0.19557942009429413
323,Y_5_5_first_abs_(6),200,20,same,4,64,relu,0.1,softmax,20.608575642108917,0.18168144838381448
324,Y_5_5_first_rel_(3),100,10,same,4,64,relu,0.1,softmax,37.067773938179016,0.3340321880351937
325,Y_5_5_first_rel_(3),100,20,same,4,64,relu,0.1,softmax,37.62102425098419,0.358929291006154
326,Y_5_5_first_rel_(3),200,10,same,4,64,relu,0.1,softmax,39.00415003299713,0.3682893170304408
327,Y_5_5_first_rel_(3),200,20,same,4,64,relu,0.1,softmax,36.09958589076996,0.33841667585771684
328,Y_5_5_first_rel_(5),100,10,same,4,64,relu,0.1,softmax,26.417705416679382,0.23314817285480458
329,Y_5_5_first_rel_(5),100,20,same,4,64,relu,0.1,softmax,28.49239408969879,0.24361524635571974
330,Y_5_5_first_rel_(5),200,10,same,4,64,relu,0.1,softmax,26.556017994880676,0.24388155517545887
331,Y_5_5_first_rel_(5),200,20,same,4,64,relu,0.1,softmax,25.864455103874207,0.23905426514152925
332,Y_5_5_first_rel_(6),100,10,same,4,64,relu,0.1,softmax,22.82157689332962,0.20741130155690635
333,Y_5_5_first_rel_(6),100,20,same,4,64,relu,0.1,softmax,22.268326580524445,0.19145440752584872
334,Y_5_5_first_rel_(6),200,10,same,4,64,relu,0.1,softmax,20.05532532930374,0.19024077631696937
335,Y_5_5_first_rel_(6),200,20,same,4,64,relu,0.1,softmax,22.683264315128326,0.2008342578574981
336,Y_5_5_prior_abs_(3),100,10,same,4,64,relu,0.1,softmax,38.58921229839325,0.354925554696396
337,Y_5_5_prior_abs_(3),100,20,same,4,64,relu,0.1,softmax,36.09958589076996,0.3516479453454792
338,Y_5_5_prior_abs_(3),200,10,same,4,64,relu,0.1,softmax,39.6957129240036,0.3884991141674101
339,Y_5_5_prior_abs_(3),200,20,same,4,64,relu,0.1,softmax,38.86583745479584,0.3827049330243769
340,Y_5_5_prior_abs_(5),100,10,same,4,64,relu,0.1,softmax,24.481327831745148,0.2272839997508783
341,Y_5_5_prior_abs_(5),100,20,same,4,64,relu,0.1,softmax,25.172892212867737,0.22823525298294134
342,Y_5_5_prior_abs_(5),200,10,same,4,64,relu,0.1,softmax,24.066390097141266,0.2327563218088018
343,Y_5_5_prior_abs_(5),200,20,same,4,64,relu,0.1,softmax,24.89626556634903,0.2344697171528889
344,Y_5_5_prior_abs_(6),100,10,same,4,64,relu,0.1,softmax,22.13001400232315,0.20876165806636113
345,Y_5_5_prior_abs_(6),100,20,same,4,64,relu,0.1,softmax,22.82157689332962,0.20040577408062688
346,Y_5_5_prior_abs_(6),200,10,same,4,64,relu,0.1,softmax,23.09820204973221,0.2194536351871477
347,Y_5_5_prior_abs_(6),200,20,same,4,64,relu,0.1,softmax,19.502075016498566,0.18485807443081048
348,Y_5_5_prior_rel_(3),100,10,same,4,64,relu,0.1,softmax,36.23789846897125,0.34491960955312295
349,Y_5_5_prior_rel_(3),100,20,same,4,64,relu,0.1,softmax,37.344399094581604,0.3500855897719197
350,Y_5_5_prior_rel_(3),200,10,same,4,64,relu,0.1,softmax,36.79114878177643,0.3539813936435133
351,Y_5_5_prior_rel_(3),200,20,same,4,64,relu,0.1,softmax,35.82296073436737,0.3427715629222856
352,Y_5_5_prior_rel_(5),100,10,same,4,64,relu,0.1,softmax,26.970955729484558,0.24499793049217433
353,Y_5_5_prior_rel_(5),100,20,same,4,64,relu,0.1,softmax,28.215768933296204,0.24797868315571903
354,Y_5_5_prior_rel_(5),200,10,same,4,64,relu,0.1,softmax,23.651452362537384,0.2273548423204403
355,Y_5_5_prior_rel_(5),200,20,same,4,64,relu,0.1,softmax,24.61964040994644,0.22863794624221617
356,Y_5_5_prior_rel_(6),100,10,same,4,64,relu,0.1,softmax,18.810512125492096,0.17131106968439766
357,Y_5_5_prior_rel_(6),100,20,same,4,64,relu,0.1,softmax,21.43845111131668,0.19710613711325292
358,Y_5_5_prior_rel_(6),200,10,same,4,64,relu,0.1,softmax,19.778700172901154,0.1807649916323762
359,Y_5_5_prior_rel_(6),200,20,same,4,64,relu,0.1,softmax,20.05532532930374,0.18304849858216565
360,Y_5_6_abs_abs_(3),100,10,same,4,64,relu,0.1,softmax,46.206897497177124,0.3134641654743771
361,Y_5_6_abs_abs_(3),100,20,same,4,64,relu,0.1,softmax,46.89655303955078,0.3272127308576672
362,Y_5_6_abs_abs_(3),200,10,same,4,64,relu,0.1,softmax,45.057472586631775,0.355479641008408
363,Y_5_6_abs_abs_(3),200,20,same,4,64,relu,0.1,softmax,45.2873557806015,0.3498184297867469
364,Y_5_6_abs_abs_(5),100,10,same,4,64,relu,0.1,softmax,29.655173420906067,0.21438348748686886
365,Y_5_6_abs_abs_(5),100,20,same,4,64,relu,0.1,softmax,29.195401072502136,0.18151808218178878
366,Y_5_6_abs_abs_(5),200,10,same,4,64,relu,0.1,softmax,29.4252872467041,0.21765632250494618
367,Y_5_6_abs_abs_(5),200,20,same,4,64,relu,0.1,softmax,27.126437425613403,0.18815917573340815
368,Y_5_6_abs_abs_(6),100,10,same,4,64,relu,0.1,softmax,23.44827651977539,0.1917645632626229
369,Y_5_6_abs_abs_(6),100,20,same,4,64,relu,0.1,softmax,26.20689570903778,0.1687063040864064
370,Y_5_6_abs_abs_(6),200,10,same,4,64,relu,0.1,softmax,23.44827651977539,0.1750340634397247
371,Y_5_6_abs_abs_(6),200,20,same,4,64,relu,0.1,softmax,23.44827651977539,0.1885602961175924
372,Y_5_6_abs_rel_(3),100,10,same,4,64,relu,0.1,softmax,41.839081048965454,0.33460703011776527
373,Y_5_6_abs_rel_(3),100,20,same,4,64,relu,0.1,softmax,40.45976996421814,0.36952469145587663
374,Y_5_6_abs_rel_(3),200,10,same,4,64,relu,0.1,softmax,41.60919487476349,0.30461320312706325
375,Y_5_6_abs_rel_(3),200,20,same,4,64,relu,0.1,softmax,41.60919487476349,0.3119480601277688
376,Y_5_6_abs_rel_(5),100,10,same,4,64,relu,0.1,softmax,31.264367699623108,0.21346764694389087
377,Y_5_6_abs_rel_(5),100,20,same,4,64,relu,0.1,softmax,32.18390941619873,0.20217524871920853
378,Y_5_6_abs_rel_(5),200,10,same,4,64,relu,0.1,softmax,30.344828963279724,0.22608613580457965
379,Y_5_6_abs_rel_(5),200,20,same,4,64,relu,0.1,softmax,31.954023241996765,0.23801079237252107
380,Y_5_6_abs_rel_(6),100,10,same,4,64,relu,0.1,softmax,25.287356972694397,0.15011960779364134
381,Y_5_6_abs_rel_(6),100,20,same,4,64,relu,0.1,softmax,22.758620977401733,0.14509570423633464
382,Y_5_6_abs_rel_(6),200,10,same,4,64,relu,0.1,softmax,22.298850119113922,0.18079984169107494
383,Y_5_6_abs_rel_(6),200,20,same,4,64,relu,0.1,softmax,22.298850119113922,0.14135060017973733
384,Y_5_6_first_abs_(3),100,10,same,4,64,relu,0.1,softmax,37.471264600753784,0.34077503592467523
385,Y_5_6_first_abs_(3),100,20,same,4,64,relu,0.1,softmax,36.321839690208435,0.34190432102979224
386,Y_5_6_first_abs_(3),200,10,same,4,64,relu,0.1,softmax,36.55172288417816,0.3585327838747953
387,Y_5_6_first_abs_(3),200,20,same,4,64,relu,0.1,softmax,36.78160905838013,0.3575996678899773
388,Y_5_6_first_abs_(5),100,10,same,4,64,relu,0.1,softmax,18.390804529190063,0.17534614269744409
389,Y_5_6_first_abs_(5),100,20,same,4,64,relu,0.1,softmax,23.44827651977539,0.21662186519727594
390,Y_5_6_first_abs_(5),200,10,same,4,64,relu,0.1,softmax,20.68965584039688,0.19698763089172092
391,Y_5_6_first_abs_(5),200,20,same,4,64,relu,0.1,softmax,22.068965435028076,0.21412174828595987
392,Y_5_6_first_abs_(6),100,10,same,4,64,relu,0.1,softmax,21.83908075094223,0.21083907162086746
393,Y_5_6_first_abs_(6),100,20,same,4,64,relu,0.1,softmax,23.44827651977539,0.2148257544300696
394,Y_5_6_first_abs_(6),200,10,same,4,64,relu,0.1,softmax,24.13793057203293,0.22981546581480147
395,Y_5_6_first_abs_(6),200,20,same,4,64,relu,0.1,softmax,22.758620977401733,0.22010066125458957
396,Y_5_6_first_rel_(3),100,10,same,4,64,relu,0.1,softmax,37.70115077495575,0.3650105876039407
397,Y_5_6_first_rel_(3),100,20,same,4,64,relu,0.1,softmax,37.471264600753784,0.36572882517016697
398,Y_5_6_first_rel_(3),200,10,same,4,64,relu,0.1,softmax,38.39080333709717,0.37578207564903193
399,Y_5_6_first_rel_(3),200,20,same,4,64,relu,0.1,softmax,37.931033968925476,0.3685417097099789
400,Y_5_6_first_rel_(5),100,10,same,4,64,relu,0.1,softmax,27.126437425613403,0.2562401255251028
401,Y_5_6_first_rel_(5),100,20,same,4,64,relu,0.1,softmax,26.66666805744171,0.2505801974879665
402,Y_5_6_first_rel_(5),200,10,same,4,64,relu,0.1,softmax,25.287356972694397,0.23735174414399438
403,Y_5_6_first_rel_(5),200,20,same,4,64,relu,0.1,softmax,27.81609296798706,0.2673683287899016
404,Y_5_6_first_rel_(6),100,10,same,4,64,relu,0.1,softmax,19.540229439735413,0.1826922060055681
405,Y_5_6_first_rel_(6),100,20,same,4,64,relu,0.1,softmax,19.08046007156372,0.16923267414503848
406,Y_5_6_first_rel_(6),200,10,same,4,64,relu,0.1,softmax,16.551724076271057,0.15934281517261176
407,Y_5_6_first_rel_(6),200,20,same,4,64,relu,0.1,softmax,17.241379618644714,0.1574470014938045
408,Y_5_6_prior_abs_(3),100,10,same,4,64,relu,0.1,softmax,34.25287306308746,0.32731179600153315
409,Y_5_6_prior_abs_(3),100,20,same,4,64,relu,0.1,softmax,36.09195351600647,0.35346878371906176
410,Y_5_6_prior_abs_(3),200,10,same,4,64,relu,0.1,softmax,34.712642431259155,0.34429064378986746
411,Y_5_6_prior_abs_(3),200,20,same,4,64,relu,0.1,softmax,33.79310369491577,0.3255768362153234
412,Y_5_6_prior_abs_(5),100,10,same,4,64,relu,0.1,softmax,20.68965584039688,0.18650702490755688
413,Y_5_6_prior_abs_(5),100,20,same,4,64,relu,0.1,softmax,18.390804529190063,0.1786682236451098
414,Y_5_6_prior_abs_(5),200,10,same,4,64,relu,0.1,softmax,19.310344755649567,0.19111003881207886
415,Y_5_6_prior_abs_(5),200,20,same,4,64,relu,0.1,softmax,19.770115613937378,0.1949285193548911
416,Y_5_6_prior_abs_(6),100,10,same,4,64,relu,0.1,softmax,22.298850119113922,0.21291220023063404
417,Y_5_6_prior_abs_(6),100,20,same,4,64,relu,0.1,softmax,22.98850566148758,0.22210032265071272
418,Y_5_6_prior_abs_(6),200,10,same,4,64,relu,0.1,softmax,19.08046007156372,0.1878130612156387
419,Y_5_6_prior_abs_(6),200,20,same,4,64,relu,0.1,softmax,19.310344755649567,0.1880812236139807
420,Y_5_6_prior_rel_(3),100,10,same,4,64,relu,0.1,softmax,37.24137842655182,0.36314058412576483
421,Y_5_6_prior_rel_(3),100,20,same,4,64,relu,0.1,softmax,37.01149523258209,0.35782225415148805
422,Y_5_6_prior_rel_(3),200,10,same,4,64,relu,0.1,softmax,33.79310369491577,0.33578929472122
423,Y_5_6_prior_rel_(3),200,20,same,4,64,relu,0.1,softmax,35.86207032203674,0.3484207314572223
424,Y_5_6_prior_rel_(5),100,10,same,4,64,relu,0.1,softmax,24.59770143032074,0.2341420871894075
425,Y_5_6_prior_rel_(5),100,20,same,4,64,relu,0.1,softmax,22.98850566148758,0.21047510241763312
426,Y_5_6_prior_rel_(5),200,10,same,4,64,relu,0.1,softmax,21.37930989265442,0.20305248828394457
427,Y_5_6_prior_rel_(5),200,20,same,4,64,relu,0.1,softmax,22.298850119113922,0.21058535084436056
428,Y_5_6_prior_rel_(6),100,10,same,4,64,relu,0.1,softmax,18.62068921327591,0.17506612182062084
429,Y_5_6_prior_rel_(6),100,20,same,4,64,relu,0.1,softmax,20.459769666194916,0.18840223750186574
430,Y_5_6_prior_rel_(6),200,10,same,4,64,relu,0.1,softmax,18.160919845104218,0.17101183270267076
431,Y_5_6_prior_rel_(6),200,20,same,4,64,relu,0.1,softmax,20.68965584039688,0.18652074627150322
